ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
0x177c,CUS_0x6048,July,Ayeshaz,43,425-47-6723,Musician,18627.64,1387.303333333333,7,7,19,6,"Payday Loan, Not Specified, Student Loan, Credit-Builder Loan, Credit-Builder Loan, and Payday Loan",26,21,_,7.0,Bad,1793.54,23.245481545534325,19 Years and 3 Months,Yes,65.13948777561222,104.22797957897026,Low_spent_Small_value_payments,259.36286597875085,Poor
0x177d,CUS_0x6048,August,Ayeshaz,44,425-47-6723,Musician,18627.64,1387.303333333333,7,7,19,6,"Payday Loan, Not Specified, Student Loan, Credit-Builder Loan, Credit-Builder Loan, and Payday Loan",31,18,5.07,7.0,Bad,1793.54,38.78895428776155,19 Years and 4 Months,Yes,65.13948777561222,98.80418973887456,Low_spent_Small_value_payments,264.78665581884655,Poor
0x1782,CUS_0x95b5,January,Lisa Baertleinu,21_,602-55-1355,Engineer,12986.745,959.22875,4,3,10,2_,"Mortgage Loan, and Payday Loan",30,14,11.8,5.0,_,1489.49,26.32926887043728,8 Years and 8 Months,Yes,16.719300227776053,16.286719355483015,High_spent_Medium_value_payments,312.91685541674093,Standard
0x1783,CUS_0x95b5,February,Lisa Baertleinu,21,602-55-1355,Engineer,12986.745,959.22875,4,3,10,2,"Mortgage Loan, and Payday Loan",29,17,11.8,7.0,Standard,1489.49,24.61461029221816,8 Years and 9 Months,Yes,16.719300227776053,44.193003447546566,Low_spent_Medium_value_payments,315.0105713246774,Standard
0x1784,CUS_0x95b5,March,Lisa Baertleinu,21,602-55-1355,Engineer,12986.745,959.22875,4,3,10,2,"Mortgage Loan, and Payday Loan",30,20,11.8,7.0,Standard,1489.49,26.15307797968565,8 Years and 10 Months,Yes,16.719300227776053,47.266680510662326,Low_spent_Medium_value_payments,311.93689426156163,Standard
0x1785,CUS_0x95b5,April,Lisa Baertleinu,21,602-55-1355,_______,12986.745,959.22875,4,3,10,2,"Mortgage Loan, and Payday Loan",30,15,11.8,7.0,Standard,1489.49,31.78179827243648,8 Years and 11 Months,Yes,16.719300227776053,76.3552778113165,Low_spent_Large_value_payments,272.84829696090753,Standard
0x1786,CUS_0x95b5,May,Lisa Baertleinu,22,602-55-1355,Engineer,12986.745,959.22875,4,3,10,2,"Mortgage Loan, and Payday Loan",30,18,16.8,7.0,Standard,1489.49,37.661505448797726,9 Years and 0 Months,Yes,16.719300227776053,72.34651350481404,Low_spent_Small_value_payments,296.85706126740985,Standard
0x1787,CUS_0x95b5,June,Lisa Baertleinu,22,602-55-1355,Engineer,12986.745,,4,3,10,2,"Mortgage Loan, and Payday Loan",30,17,11.8,7.0,Standard,1489.49,26.50747449505761,9 Years and 1 Months,Yes,16.719300227776053,111.25763046793648,Low_spent_Small_value_payments,257.9459443042875,Standard
0x1788,CUS_0x95b5,July,Lisa Baertleinu,22,602-55-1355,Engineer,12986.745,959.22875,4,3,10,2,"Mortgage Loan, and Payday Loan",28,20,11.8,7.0,_,1489.49,30.469981621915608,9 Years and 2 Months,Yes,16.719300227776053,46.74959035828726,Low_spent_Small_value_payments,322.45398441393667,Standard
0x1789,CUS_0x95b5,August,Lisa Baertleinu,22,602-55-1355,Engineer,12986.745,959.22875,4,3,10,2,"Mortgage Loan, and Payday Loan",28,17,11.8,7.0,Standard,1489.49,32.25544266260322,9 Years and 3 Months,Yes,16.719300227776053,91.82948180540613,Low_spent_Small_value_payments,277.37409296681784,Standard
0x178e,CUS_0x4004,January,Carlosj,43,679-26-6464,Writer,58317.0,4664.75,8,5,9,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Personal Loan",18,17,16.58,6.0,Standard,98.97,40.4111148274711,13 Years and 1 Months,Yes,149.89719942100822,109.48894961827229,!@9#%8,467.0888509607195,Standard
0x178f,CUS_0x4004,February,Carlosj,43,679-26-6464,Writer,58317.0,4664.75,8,5,9,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Personal Loan",18,20,16.58,6.0,Standard,98.97,27.806917787306933,13 Years and 2 Months,Yes,149.89719942100822,83.30040818642512,High_spent_Medium_value_payments,483.2773923925665,Standard
0x1790,CUS_0x4004,March,Carlosj,44,679-26-6464,Writer,58317.0,,8,5,9,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Personal Loan",16,20,10.579999999999998,6.0,_,98.97,25.83210889641537,13 Years and 3 Months,Yes,149.89719942100822,57.95122336180115,High_spent_Large_value_payments,498.6265772171906,Standard
0x1791,CUS_0x4004,April,Carlosj,44,679-26-6464,Writer,58317.0,,1414,5,9,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Personal Loan",18,23,23.58,10.0,Standard,98.97,29.766106857365408,,Yes,149.89719942100822,158.64827595455043,High_spent_Medium_value_payments,407.9295246244412,Standard
0x1792,CUS_0x4004,May,,44,679-26-6464,Writer,58317.0,4664.75,8,5,9,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Personal Loan",18,20,22.58,,Standard,98.97,34.192304393976734,13 Years and 5 Months,Yes,149.89719942100822,180.83057335204728,Low_spent_Medium_value_payments,415.7472272269445,Standard
0x1793,CUS_0x4004,June,Carlosj,44,679-26-6464,Writer,58317.0,4664.75,8,5,9,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Personal Loan",18,,16.58,10.0,Standard,98.97,24.665525197204826,13 Years and 6 Months,Yes,149.89719942100822,98.88050778293751,High_spent_Medium_value_payments,467.6972927960543,Standard
0x1794,CUS_0x4004,July,Carlosj,44,679-26-6464,Writer,58317.0,4664.75,8,5,9,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Personal Loan",18,20,21.58,10.0,Standard,98.97,28.260146747054986,13 Years and 7 Months,Yes,149.89719942100822,380.5857010101063,Low_spent_Medium_value_payments,215.9920995688854,Standard
0x1795,CUS_0x4004,August,Carlosj,44,679-26-6464,Writer,58317.0,4664.75,8,5,9,6,"Mortgage Loan, Personal Loan, Home Equity Loan, Personal Loan, Mortgage Loan, and Personal Loan",22,,16.58,10.0,Standard,98.97,36.76366452604633,13 Years and 8 Months,Yes,149.89719942100822,59.955987495996,High_spent_Medium_value_payments,506.62181308299586,Standard
0x179a,CUS_0xb101,January,Andreas Cremerf,36,253-91-2822,Scientist,42171.98,,2,7,10,3,"Auto Loan, Auto Loan, and Not Specified",4,10,9.58,4.0,Good,556.91,33.47895196844123,21 Years and 5 Months,No,102.7629131170904,56.711376692459666,High_spent_Medium_value_payments,466.95887685711665,Standard
0x179b,CUS_0xb101,February,Andreas Cremerf,36,253-91-2822,Scientist,42171.98,3764.331666666667,2,7,10,3,"Auto Loan, Auto Loan, and Not Specified",4,8,2.58,4.0,Good,556.91,26.986114755563673,21 Years and 6 Months,No,102.7629131170904,136.98300144734569,Low_spent_Small_value_payments,426.6872521022305,Standard
0x179c,CUS_0xb101,March,Andreas Cremerf,37,253-91-2822,Scientist,42171.98,3764.331666666667,2,7,10,3,"Auto Loan, Auto Loan, and Not Specified",4,,2.58,4.0,Good,556.91,40.150582768507526,21 Years and 7 Months,NM,102.7629131170904,97.5667563136885,!@9#%8,446.1034972358877,Standard
0x179d,CUS_0xb101,April,Andreas Cremerf,37,253-91-2822,Scientist,42171.98,,2,7,10,3,"Auto Loan, Auto Loan, and Not Specified",2,10,2.58,4.0,Good,556.91,34.42998587408374,21 Years and 8 Months,No,102.7629131170904,255.76582841793282,Low_spent_Large_value_payments,287.9044251316435,Good
0x179e,CUS_0xb101,May,Andreas Cremerf,37,253-91-2822,Scientist,42171.98,3764.331666666667,2,7,10,3,"Auto Loan, Auto Loan, and Not Specified",4,10,2.58,4.0,Good,556.91,31.745213385009905,21 Years and 9 Months,No,102.7629131170904,150.3131869839959,!@9#%8,373.3570665655803,Good
0x179f,CUS_0xb101,June,Andreas Cremerf,37_,253-91-2822,Scientist,42171.98,3764.331666666667,2,7,10,3,"Auto Loan, Auto Loan, and Not Specified",2,10,2.58,4.0,_,556.91,29.46412057567319,21 Years and 10 Months,NM,102.7629131170904,82.51039863115369,High_spent_Small_value_payments,451.15985491842264,Good
0x17a0,CUS_0xb101,July,Andreas Cremerf,37,253-91-2822,Scientist,42171.98,3764.331666666667,2,7,10,3,"Auto Loan, Auto Loan, and Not Specified",4,10,2.58,4.0,Good,556.91,38.69215906784695,,No,102.7629131170904,82.5798021342212,High_spent_Large_value_payments,431.0904514153552,Good
0x17a1,CUS_0xb101,August,Andreas Cremerf,37,253-91-2822,Scientist,42171.98,,2,7,10,3,"Auto Loan, Auto Loan, and Not Specified",4,10,2.58,4.0,Good,556.91,35.96285294028673,22 Years and 0 Months,No,102.7629131170904,145.39924253815036,High_spent_Medium_value_payments,378.27101101142586,Standard
0x17a6,CUS_0x9b94,January,Bri,36,734-54-7098,Manager,71681.4,5799.45,3,518,15,1,Not Specified,7,8,10.44,,_,1293.02,40.339024289653345,25 Years and 7 Months,Yes,53.92351397165268,301.2920819088937,Low_spent_Small_value_payments,514.7294041194536,Standard
0x17a7,CUS_0x9b94,February,Bri,36,734-54-7098,Manager,71681.4,5799.45,3,6,15,1,Not Specified,8,6,10.44,0.0,Standard,1293.02,29.682953869716,25 Years and 8 Months,Yes,53.92351397165268,137.33114262036042,High_spent_Medium_value_payments,638.6903434079869,Standard
0x17a8,CUS_0x9b94,March,Bri,36,734-54-7098,Manager,71681.4,5799.45,3,6,15,1,Not Specified,8,10,10.44,0.0,Standard,1293.02,29.371396475591713,25 Years and 9 Months,Yes,53.92351397165268,253.31972193677208,Low_spent_Small_value_payments,562.7017640915751,Standard
0x17a9,CUS_0x9b94,April,Bri,36,734-54-7098,Manager,71681.4,5799.45,3,6,15,1,Not Specified,4,8,10.44,0.0,Standard,1293.02,33.041498963387184,25 Years and 10 Months,Yes,53.92351397165268,120.89014204533736,High_spent_Large_value_payments,645.13134398301,Good
0x17aa,CUS_0x9b94,May,Bri,36,734-54-7098,Manager,71681.4,5799.45,3,6,15,1,Not Specified,8,3083,10.44,0.0,Standard,1293.02,40.79113730976767,25 Years and 11 Months,Yes,53.92351397165268,__10000__,!@9#%8,358.0953999823698,Good
0x17ab,CUS_0x9b94,June,Bri,36,#F%$D@*&8,Manager,71681.4,5799.45,3,6,15,1,Not Specified,5,6,10.44,0.0,Standard,1293.02,34.983562067394985,26 Years and 0 Months,Yes,53.92351397165268,414.896549383656,Low_spent_Medium_value_payments,391.1249366446912,Good
0x17ac,CUS_0x9b94,July,Bri,36,734-54-7098,Manager,71681.4,5799.45,3,6,15,1,Not Specified,8,10,4.44,0.0,_,1293.02,32.733732776648026,26 Years and 1 Months,Yes,53.92351397165268,,High_spent_Large_value_payments,642.6718243437651,Good
0x17ad,CUS_0x9b94,August,,36,734-54-7098,Manager,71681.4,5799.45,3,6,15,1,Not Specified,8,8,10.44,0.0,Standard,1293.02,38.23451377496931,26 Years and 2 Months,NM,53.92351397165268,295.81189599421316,Low_spent_Medium_value_payments,510.20959003413424,Good
0x17b2,CUS_0x4080,January,ra Alperx,6409,995-37-8920,Mechanic,29469.98,2227.8316666666665,1231,7,24,5,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",53,21,26.94,11.0,_,3421.66,24.63965802618602,,Yes,69.68545857227979,59.825596124675045,!@9#%8,363.27211196971183,Standard
0x17b3,CUS_0x4080,February,ra Alperx,-500,995-37-8920,Mechanic,29469.98,2227.8316666666665,7,7,24,5,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",50,18,22.94,,Bad,3421.66,30.26841052887284,13 Years and 3 Months,NM,69.68545857227979,125.49176826031132,High_spent_Small_value_payments,287.6059398340756,Standard
0x17b4,CUS_0x4080,March,ra Alperx,16,#F%$D@*&8,Mechanic,29469.98,2227.8316666666665,7,7,24,-100,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",53,24,27.94,11.0,_,3421.66,31.212268791470517,13 Years and 4 Months,Yes,69.68545857227979,32.70665182089997,High_spent_Large_value_payments,360.39105627348687,Standard
0x17b5,CUS_0x4080,April,ra Alperx,16,995-37-8920,Mechanic,29469.98,2227.8316666666665,7,7,24,5,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",53,21,26.94,11.0,Bad,3421.66,33.298654305420385,13 Years and 5 Months,Yes,69.68545857227979,27.250794632521444,High_spent_Medium_value_payments,375.84691346186537,Poor
0x17b6,CUS_0x4080,May,ra Alperx,16,995-37-8920,Mechanic,29469.98,2227.8316666666665,7,7,24,5,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",53,21,26.94,11.0,Bad,3421.66,38.177310964520885,13 Years and 6 Months,Yes,69.68545857227979,71.26438577406131,Low_spent_Medium_value_payments,361.83332232032564,Poor
0x17b7,CUS_0x4080,June,ra Alperx,16,995-37-8920,Mechanic,29469.98_,,7,7,24,5,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",53,21,27.94,11.0,Bad,3421.66,30.986998144545613,13 Years and 7 Months,Yes,69.68545857227979,117.31031613952459,Low_spent_Small_value_payments,325.7873919548623,Poor
0x17b8,CUS_0x4080,July,ra Alperx,16,995-37-8920,Mechanic,29469.98,,7,7,24,5,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",58,24,26.94,11.0,Bad,3421.66,33.283061301535405,13 Years and 8 Months,Yes,69.68545857227979,115.45341572596944,Low_spent_Small_value_payments,327.64429236841744,Poor
0x17b9,CUS_0x4080,August,ra Alperx,16,995-37-8920,Mechanic,29469.98,2227.8316666666665,7,7,24,5,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, and Not Specified",53,21,26.94,11.0,Bad,3421.66,32.96295024281038,13 Years and 9 Months,Yes,69.68545857227979,24.066131449353737,High_spent_Medium_value_payments,379.0315766450331,Poor
0x17be,CUS_0x706a,January,Matt Falloonz,19,431-58-4893,Engineer,72559.36,6284.613333333334,4,5,17,4,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",14,21,2.74,1.0,Standard,1173.7,23.282135114409623,27 Years and 11 Months,No,215.83917063897172,565.7433852667033,Low_spent_Large_value_payments,116.87877742765828,Standard
0x17bf,CUS_0x706a,February,Matt Falloonz,19,431-58-4893,Engineer,72559.36,,4,5,17,4,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",14,22,2.74,1.0,Standard,1173.7,38.35585257476065,28 Years and 0 Months,No,215.83917063897172,205.72098995441291,High_spent_Medium_value_payments,456.90117273994866,Standard
0x17c0,CUS_0x706a,March,Matt Falloonz,20,431-58-4893,Engineer,72559.36,6284.613333333334,4,5,17,4,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",18,22_,-4.26,1.0,_,1173.7,25.560099272529627,28 Years and 1 Months,NM,215.83917063897172,370.46997417803266,Low_spent_Medium_value_payments,322.152188516329,Standard
0x17c1,CUS_0x706a,April,Matt Falloonz,20,431-58-4893,_______,72559.36,,4,5,17,4,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",14,18,_,1.0,_,1173.7,36.63682650700103,28 Years and 2 Months,No,215.83917063897172,298.6987124670099,Low_spent_Medium_value_payments,393.92345022735185,Standard
0x17c2,CUS_0x706a,May,Matt Falloonz,20,431-58-4893,_______,72559.36,6284.613333333334,4,5,17,4,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",14,21,2.74,1.0,Standard,1173.7,32.833577838001574,28 Years and 3 Months,No,215.83917063897172,117.31025890075192,High_spent_Large_value_payments,535.3119037936099,Standard
0x17c3,CUS_0x706a,June,Matt Falloonz,7080,431-58-4893,Engineer,72559.36,6284.613333333334,4,5,17,-100,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",16,19,2.74,1.0,Standard,1173.7,38.08037974384717,28 Years and 4 Months,No,215.83917063897172,172.9621775288686,High_spent_Medium_value_payments,489.6599851654931,Standard
0x17c4,CUS_0x706a,July,Matt Falloonz,20,431-58-4893,Engineer,72559.36,6284.613333333334,4,5,17,4,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",14,19,2.74,1.0,Standard,1173.7,33.16506303288241,28 Years and 5 Months,No,215.83917063897172,82.49686626015253,High_spent_Medium_value_payments,580.1252964342092,Standard
0x17c5,CUS_0x706a,August,Matt Falloonz,20,431-58-4893,_______,72559.36,6284.613333333334,4,5,17,4,"Home Equity Loan, Mortgage Loan, Credit-Builder Loan, and Payday Loan",15,19,-1.2599999999999998,5.0,Standard,1173.7,38.17098242520041,28 Years and 6 Months,No,215.83917063897172,105.71787307774441,High_spent_Medium_value_payments,556.9042896166172,Standard
0x17ca,CUS_0x42ac,January,Lawrencea,36,700-60-3660,Musician,15566.02,1423.168333333333,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",16,1338,9.24,7.0,Standard,1693.95,37.40993371585021,7 Years and 10 Months,Yes,43.07051960231588,65.9865855206332,Low_spent_Small_value_payments,323.25972821038425,Poor
0x17cb,CUS_0x42ac,February,Lawrencea,36,700-60-3660,Musician,15566.02,1423.168333333333,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",17,20,9.24,7.0,Standard,1693.95,24.251028181031927,7 Years and 11 Months,Yes,43.07051960231588,169.62098009559793,Low_spent_Small_value_payments,219.62533363541957,Poor
0x17cc,CUS_0x42ac,March,Lawrencea,37,700-60-3660,Musician,15566.02,1423.168333333333,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",12,19,9.24,7.0,_,1693.95,38.78765214795482,8 Years and 0 Months,Yes,43.07051960231588,46.576672797796476,High_spent_Medium_value_payments,302.669640933221,Poor
0x17cd,CUS_0x42ac,April,Lawrencea,37,#F%$D@*&8,Musician,15566.02_,1423.168333333333,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",17,20,9.24,,Standard,1693.95,25.038052402331104,8 Years and 1 Months,Yes,62073.0,94.29931654720836,!@9#%8,294.9469971838091,Standard
0x17ce,CUS_0x42ac,May,Lawrencea,37,700-60-3660,Musician,15566.02,1423.168333333333,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",17,20,9.24,9.0,_,1693.95,23.09179311667229,8 Years and 2 Months,Yes,43.07051960231588,188.86611370127875,Low_spent_Small_value_payments,200.38020002973875,Poor
0x17cf,CUS_0x42ac,June,Lawrencea,37,700-60-3660,Musician,15566.02,1423.168333333333,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",13,23,9.24,9.0,Standard,1693.95,31.33422002336577,8 Years and 3 Months,Yes,43.07051960231588,131.61252154380742,!@9#%8,257.6337921872101,Poor
0x17d0,CUS_0x42ac,July,Lawrencea,37,700-60-3660,Musician,15566.02,1423.168333333333,67,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",12,17,11.24,9.0,Standard,1693.95,29.706453768241733,8 Years and 4 Months,Yes,43.07051960231588,80.48442010154183,!@9#%8,308.76189362947565,Poor
0x17d1,CUS_0x42ac,August,Lawrencea,37_,700-60-3660,Musician,15566.02,1423.168333333333,8,5,32,4,"Home Equity Loan, Credit-Builder Loan, Personal Loan, and Mortgage Loan",17,23,9.24,9.0,Standard,1693.95,36.572989910187616,8 Years and 5 Months,Yes,43.07051960231588,,Low_spent_Medium_value_payments,333.9677311876703,Standard
0x17d6,CUS_0x571f,January,Emily Flitterl,18,397-28-9675,Developer,66567.32,5800.276666666668,5,7,5,2,"Mortgage Loan, and Not Specified",7,15,7.67,1618.0,Standard,233.79,34.45627234127101,24 Years and 3 Months,No,37602.0,251.6474222267431,Low_spent_Small_value_payments,518.1908835490624,Standard
0x17d7,CUS_0x571f,February,,18,397-28-9675,Developer,66567.32,5800.276666666668,5,7,5,2,"Mortgage Loan, and Not Specified",7,,5.67,0.0,Standard,233.79,32.349821867748226,24 Years and 4 Months,No,100.18936089086122,542.0422096462502,Low_spent_Medium_value_payments,217.79609612955542,Standard
0x17d8,CUS_0x571f,March,Emily Flitterl,18,397-28-9675,Developer,66567.32,5800.276666666668,5,7,5,2,"Mortgage Loan, and Not Specified",7,12,5.67,0.0,Standard,233.79,33.48684838231401,24 Years and 5 Months,No,100.18936089086122,770.6964130785489,Low_spent_Small_value_payments,,Standard
0x17d9,CUS_0x571f,April,Emily Flitterl,18,397-28-9675,Developer,66567.32,5800.276666666668,5,7,5,2,"Mortgage Loan, and Not Specified",7,,4.67,0.0,Standard,233.79,33.293856071059416,24 Years and 6 Months,No,100.18936089086122,526.9189014313906,Low_spent_Large_value_payments,222.91940434441491,Standard
0x17da,CUS_0x571f,May,Emily Flitterl,19,397-28-9675,Developer,66567.32,5800.276666666668,5,7,5,2,"Mortgage Loan, and Not Specified",7,15,5.67,0.0,Standard,233.79,26.54909964256456,24 Years and 7 Months,No,100.18936089086122,149.52530495571628,!@9#%8,580.3130008200893,Standard
0x17db,CUS_0x571f,June,Emily Flitterl,19,#F%$D@*&8,Developer,66567.32,5800.276666666668,5,7,5,2,"Mortgage Loan, and Not Specified",7,15,5.67,0.0,Standard,233.79,28.105704471180974,24 Years and 8 Months,No,100.18936089086122,66.77787001883797,High_spent_Medium_value_payments,663.0604357569674,Standard
0x17dc,CUS_0x571f,July,,19,397-28-9675,Developer,66567.32,5800.276666666668,5,7,5,2,"Mortgage Loan, and Not Specified",7,15,5.67,0.0,Standard,233.79,26.50760976914888,24 Years and 9 Months,No,100.18936089086122,66.6883582507525,High_spent_Medium_value_payments,663.149947525053,Standard
0x17dd,CUS_0x571f,August,Emily Flitterl,19,397-28-9675,Developer,66567.32,5800.276666666668,5,7,5,2,"Mortgage Loan, and Not Specified",7,14,-1.33,2.0,Standard,233.79,28.453785791216827,,NM,100.18936089086122,82.84422854536191,High_spent_Large_value_payments,636.9940772304436,Standard
0x17e2,CUS_0xb5ff,January,Nateg,32,060-81-1328,Media_Manager,12909.895,853.8245833333333,5,5,13,0,,22,14,7.58,1.0,Standard,602.5,31.35686817783082,17 Years and 1 Months,No,0.0,20.446680591816467,Low_spent_Large_value_payments,334.93577774151686,Standard
0x17e3,CUS_0xb5ff,February,Nateg,32,060-81-1328,Media_Manager,12909.895,853.8245833333333,5,5,13,0,,22,14,7.58,1.0,Standard,602.5,38.339487558329594,17 Years and 2 Months,No,0.0,67.1617199501041,Low_spent_Small_value_payments,308.22073838322916,Standard
0x17e4,CUS_0xb5ff,March,Nateg,33,060-81-1328,Media_Manager,12909.895,853.8245833333333,5,5,13,0,,20,14,7.58,1.0,Standard,602.5,32.21809912303338,17 Years and 3 Months,No,0.0,114.1999514806221,Low_spent_Small_value_payments,261.18250685271124,Standard
0x17e5,CUS_0xb5ff,April,Nateg,33,060-81-1328,Media_Manager,12909.895,,5,5,13,0,,22,15,7.58,1.0,Standard,602.5,29.427231885574088,17 Years and 4 Months,NM,0.0,110.97422180573075,Low_spent_Small_value_payments,264.4082365276026,Standard
0x17e6,CUS_0xb5ff,May,Nateg,33,060-81-1328,Media_Manager,12909.895,,5,1005,13,0,,22,14_,7.58,1.0,Standard,602.5,32.46905789683769,17 Years and 5 Months,No,0.0,64.5279705435943,Low_spent_Small_value_payments,310.8544877897391,Standard
0x17e7,CUS_0xb5ff,June,Nateg,33,060-81-1328,Media_Manager,12909.895,853.8245833333333,5,5,753,0,,17,14,7.58,1.0,Standard,602.5,35.63389378598965,17 Years and 6 Months,No,0.0,31.012826650846385,!@9#%8,334.36963168248695,Standard
0x17e8,CUS_0xb5ff,July,,33_,060-81-1328,Media_Manager,12909.895,853.8245833333333,5,5,13,0,,22,16,7.58,3.0,Standard,602.5,39.804292938731905,17 Years and 7 Months,No,0.0,51.48954251473581,Low_spent_Small_value_payments,323.89291581859754,Standard
0x17e9,CUS_0xb5ff,August,Nateg,33,060-81-1328,Media_Manager,12909.895,853.8245833333333,5,5,13,-100,,22,15,7.58,3.0,Standard,602.5,23.57985071791125,17 Years and 8 Months,No,0.0,60.052634766462795,Low_spent_Medium_value_payments,305.32982356687063,Standard
0x17ee,CUS_0x6a1b,January,Toonkeln,849,252-50-2326,Accountant,30788.44,2623.703333333333,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",49,,21.73,9.0,Bad,3470.08,24.61673534186334,1 Years and 2 Months,Yes,114.533020898938,232.13881681232448,Low_spent_Large_value_payments,185.69849562207088,Standard
0x17ef,CUS_0x6a1b,February,Toonkeln,33,252-50-2326,Accountant,30788.44,,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",49,20,21.73,9.0,Bad,3470.08,39.7416997740354,1 Years and 3 Months,Yes,114.533020898938,53.6486433406095,High_spent_Medium_value_payments,344.1886690937858,Standard
0x17f0,CUS_0x6a1b,March,Toonkeln,33,252-50-2326,Accountant,30788.44,,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",52,22,21.73,9.0,_,3470.08,39.15505442284396,1 Years and 4 Months,Yes,114.533020898938,102.34349795606056,Low_spent_Small_value_payments,335.4938144783348,Standard
0x17f1,CUS_0x6a1b,April,Toonkeln,33,252-50-2326,Accountant,30788.44,2623.703333333333,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",49,20,21.73,9.0,Bad,3470.08,27.681444225993452,1 Years and 5 Months,Yes,114.533020898938,97.31358833860679,Low_spent_Small_value_payments,340.52372409578857,Standard
0x17f2,CUS_0x6a1b,May,Toonkeln,33,252-50-2326,Accountant,30788.44,2623.703333333333,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",49,20,21.73,9.0,_,3470.08,33.46870758921014,1 Years and 6 Months,NM,114.533020898938,55.92865462580193,High_spent_Large_value_payments,331.90865780859343,Standard
0x17f3,CUS_0x6a1b,June,Toonkeln,33,252-50-2326,Accountant,30788.44,2623.703333333333,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",45,21,21.73,9.0,Bad,3470.08,35.457081125135346,1 Years and 7 Months,Yes,114.533020898938,72.98412458705273,High_spent_Small_value_payments,334.85318784734267,Standard
0x17f4,CUS_0x6a1b,July,Toonkeln,33,252-50-2326,Accountant,30788.44,2623.703333333333,7,9,31,6,"Credit-Builder Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, and Credit-Builder Loan",49,20,21.73,9.0,Bad,3470.08,27.159810891714944,1 Years and 8 Months,Yes,114.533020898938,70.08822093436186,!@9#%8,327.7490915000335,Standard
